Sex,Year,Source,MortalityType,Value,Target,Bridge
Total,2019,Total,Influenza,14128.58418,Diseases of the respiratory system,Diseases of the respiratory system
Female,2014,Total,Malignant neoplasms of bladder,14116.05657,Neoplasms,Malignant neoplasms
Male,2011,Total,Peptic ulcer,14069.27381,Other,Diseases of the digestive system
Male,2018,Total,"Congenital malformations, deformations and chromosomal abnormalities",14062.14343,Other,Other
Male,2018,Total,Malignant melanoma of skin,14037.65388,Neoplasms,Malignant neoplasms
Female,2004,Total,"Congenital malformations, deformations and chromosomal abnormalities",14028.93125,Other,Other
Female,2000,Total,"Congenital malformations, deformations and chromosomal abnormalities",14028.92448,Other,Other
Female,2020,Total,Diseases of the blood and blood-forming organs,14007.2048,Other,Other
Female,2018,Total,Diseases of the blood and blood-forming organs,13979.98427,Other,Other
Female,2003,Total,Asthma,13970.20568,Diseases of the respiratory system,Diseases of the respiratory system
Male,2001,Total,Malignant melanoma of skin,13939.94867,Neoplasms,Malignant neoplasms
Male,2012,Total,Peptic ulcer,13920.95781,Other,Diseases of the digestive system
Female,2016,Total,Malignant neoplasms of bladder,13905.90289,Neoplasms,Malignant neoplasms
Female,2011,Total,Malignant neoplasms of bladder,13894.44055,Neoplasms,Malignant neoplasms
Female,2013,Total,Malignant neoplasms of bladder,13868.25299,Neoplasms,Malignant neoplasms
Female,2007,Total,"Congenital malformations, deformations and chromosomal abnormalities",13858.43519,Other,Other
Female,2005,Total,"Congenital malformations, deformations and chromosomal abnormalities",13833.64631,Other,Other
Female,2012,Total,Malignant neoplasms of bladder,13827.86737,Neoplasms,Malignant neoplasms
Female,2019,Total,"Congenital malformations, deformations and chromosomal abnormalities",13820.69499,Other,Other
Female,2008,Total,"Congenital malformations, deformations and chromosomal abnormalities",13783.37764,Other,Other
Male,2013,Total,Peptic ulcer,13759.95437,Other,Diseases of the digestive system
Male,2002,Total,Malignant melanoma of skin,13750.8738,Neoplasms,Malignant neoplasms
Female,2008,Total,Malignant neoplasms of bladder,13750.82295,Neoplasms,Malignant neoplasms
Total,2013,Total,Tuberculosis,13741.88359,Other,Certain infectious and parasitic diseases
Female,2010,Total,Accidental poisoning,13732.50975,External causes of mortality,External causes of mortality
Male,2009,Total,HIV-AIDS,13729.8921,Other,Certain infectious and parasitic diseases
Male,2004,Total,Asthma,13727.62496,Diseases of the respiratory system,Diseases of the respiratory system
Male,2019,Total,Malignant melanoma of skin,13727.58381,Neoplasms,Malignant neoplasms
Female,2017,Total,Malignant neoplasms of bladder,13661.18645,Neoplasms,Malignant neoplasms
Female,2010,Total,Malignant neoplasms of bladder,13650.9117,Neoplasms,Malignant neoplasms
Female,2017,Total,Certain conditions originating in the perinatal period,13649.44519,Other,Other
Female,2006,Total,"Congenital malformations, deformations and chromosomal abnormalities",13636.30402,Other,Other
Female,2000,Total,Peptic ulcer,13632.94613,Other,Diseases of the digestive system
Total,2019,Total,Asthma,13625.58248,Diseases of the respiratory system,Diseases of the respiratory system
Female,2015,Total,Malignant neoplasms of bladder,13610.33133,Neoplasms,Malignant neoplasms
Female,2003,Total,Peptic ulcer,13609.76328,Other,Diseases of the digestive system
Female,2007,Total,Malignant neoplasms of bladder,13596.59242,Neoplasms,Malignant neoplasms
Female,2009,Total,Malignant neoplasms of bladder,13583.05852,Neoplasms,Malignant neoplasms
Female,2021,Total,Mental and behavioural disorders,13438.50287,Other,Other
Female,2001,Total,Malignant neoplasms of bladder,13401.74974,Neoplasms,Malignant neoplasms
Female,2004,Total,Malignant neoplasms of bladder,13368.73323,Neoplasms,Malignant neoplasms
Female,2002,Total,Malignant neoplasms of bladder,13366.02157,Neoplasms,Malignant neoplasms
Female,2003,Total,Malignant neoplasms of bladder,13351.9253,Neoplasms,Malignant neoplasms
Male,2010,Total,HIV-AIDS,13314.41855,Other,Certain infectious and parasitic diseases
Female,2019,Total,Certain conditions originating in the perinatal period,13313.34606,Other,Other
Male,2007,Total,Tuberculosis,13312.71845,Other,Certain infectious and parasitic diseases
Female,2006,Total,Malignant neoplasms of bladder,13211.6623,Neoplasms,Malignant neoplasms
Total,2017,Total,Asthma,13203.09524,Diseases of the respiratory system,Diseases of the respiratory system
Total,2017,Total,HIV-AIDS,13178.24058,Other,Certain infectious and parasitic diseases
Male,2014,Total,Peptic ulcer,13166.40578,Other,Diseases of the digestive system
Female,2005,Total,Malignant neoplasms of bladder,13152.34752,Neoplasms,Malignant neoplasms
Male,2016,Total,Peptic ulcer,13145.97774,Other,Diseases of the digestive system
Female,2004,Total,Peptic ulcer,13106.64995,Other,Diseases of the digestive system
Female,2018,Total,"Congenital malformations, deformations and chromosomal abnormalities",13083.1806,Other,Other
Male,2015,Total,Peptic ulcer,13060.24614,Other,Diseases of the digestive system
Female,2009,Total,Accidental poisoning,13004.7336,External causes of mortality,External causes of mortality
Total,2014,Total,Tuberculosis,12997.00781,Other,Certain infectious and parasitic diseases
Male,2000,Total,Malignant melanoma of skin,12926.9622,Neoplasms,Malignant neoplasms
Male,2008,Total,Tuberculosis,12894.37181,Other,Certain infectious and parasitic diseases
Male,2009,Total,Tuberculosis,12782.43667,Other,Certain infectious and parasitic diseases
Male,2021,Total,Chronic obstructive pulmonary diseases,12753.9733,Other,Other
Female,2021,Total,Dementia,12717.64063,Other,Mental and behavioural disorders
Total,2018,Total,HIV-AIDS,12661.63923,Other,Certain infectious and parasitic diseases
Male,2021,Total,"Malignant neoplasms of colon, rectum and anus",12658.42503,Neoplasms,Malignant neoplasms
Total,2019,Total,HIV-AIDS,12531.39329,Other,Certain infectious and parasitic diseases
Total,2015,Total,Tuberculosis,12466.74628,Other,Certain infectious and parasitic diseases
Male,2011,Total,HIV-AIDS,12463.6995,Other,Certain infectious and parasitic diseases
Male,2020,Total,Malignant melanoma of skin,12449.82576,Neoplasms,Malignant neoplasms
Male,2010,Total,Tuberculosis,12434.12634,Other,Certain infectious and parasitic diseases
Male,2020,Total,"Congenital malformations, deformations and chromosomal abnormalities",12277.72685,Other,Other
Male,2020,Total,Certain conditions originating in the perinatal period,12224.83899,Other,Other
Male,2021,Total,Mental and behavioural disorders,12216.90471,Other,Other
Male,2018,Total,Influenza,12216.8346,Diseases of the respiratory system,Diseases of the respiratory system
Female,2008,Total,Accidental poisoning,12198.22681,External causes of mortality,External causes of mortality
Male,2017,Total,Peptic ulcer,12184.05541,Other,Diseases of the digestive system
Female,2018,Total,Certain conditions originating in the perinatal period,12176.56922,Other,Other
Female,2005,Total,Peptic ulcer,12143.31066,Other,Diseases of the digestive system
Female,2000,Total,Malignant neoplasms of bladder,12141.10762,Neoplasms,Malignant neoplasms
Male,2012,Total,HIV-AIDS,12049.34622,Other,Certain infectious and parasitic diseases
Male,2019,Total,Peptic ulcer,12035.76233,Other,Diseases of the digestive system
Male,2011,Total,Tuberculosis,11997.59556,Other,Certain infectious and parasitic diseases
Male,2013,Total,HIV-AIDS,11997.1458,Other,Certain infectious and parasitic diseases
Total,2021,Total,Malignant neoplasms of pancreas,11975.90041,Neoplasms,Malignant neoplasms
Total,2018,Total,Asthma,11929.74263,Diseases of the respiratory system,Diseases of the respiratory system
Female,2006,Total,Peptic ulcer,11922.56354,Other,Diseases of the digestive system
Male,2018,Total,Peptic ulcer,11914.91325,Other,Diseases of the digestive system
Total,2015,Total,Influenza,11905.73464,Diseases of the respiratory system,Diseases of the respiratory system
Total,2016,Total,Tuberculosis,11905.62448,Other,Certain infectious and parasitic diseases
Female,2019,Total,Malignant neoplasms of bladder,11873.91433,Neoplasms,Malignant neoplasms
Female,2021,Total,Diseases of the digestive system,11872.34969,Other,Other
Female,2004,Total,Asthma,11855.88902,Diseases of the respiratory system,Diseases of the respiratory system
Male,2020,Total,Peptic ulcer,11855.62707,Other,Diseases of the digestive system
Female,2017,Total,Diseases of the skin and subcutaneous tissue,11765.9569,Other,Other
Female,2018,Total,Malignant neoplasms of bladder,11738.04626,Neoplasms,Malignant neoplasms
Female,2007,Total,Accidental poisoning,11667.75842,External causes of mortality,External causes of mortality
Male,2005,Total,Asthma,11654.41671,Diseases of the respiratory system,Diseases of the respiratory system
Female,2019,Total,Diseases of the skin and subcutaneous tissue,11619.79231,Other,Other
Male,2021,Total,Malignant neoplasms of prostate,11597.44487,Neoplasms,Malignant neoplasms
Total,2020,Total,Asthma,11495.3223,Diseases of the respiratory system,Diseases of the respiratory system
Male,2014,Total,HIV-AIDS,11477.58836,Other,Certain infectious and parasitic diseases
Male,2012,Total,Tuberculosis,11407.13405,Other,Certain infectious and parasitic diseases
Total,2020,Total,HIV-AIDS,11400.43779,Other,Certain infectious and parasitic diseases
Female,2015,Total,Diseases of the skin and subcutaneous tissue,11346.75471,Other,Other
Female,2018,Total,Diseases of the skin and subcutaneous tissue,11319.10829,Other,Other
Male,2015,Total,HIV-AIDS,11311.42155,Other,Certain infectious and parasitic diseases
Female,2005,Total,Asthma,11278.26606,Diseases of the respiratory system,Diseases of the respiratory system
Female,2020,Total,"Congenital malformations, deformations and chromosomal abnormalities",11226.78237,Other,Other
Female,2016,Total,Diseases of the skin and subcutaneous tissue,11225.70176,Other,Other
Female,2007,Total,Peptic ulcer,11130.17733,Other,Diseases of the digestive system
Female,2014,Total,Diseases of the skin and subcutaneous tissue,11085.73467,Other,Other
Female,2021,Total,"Endocrine, nutritional and metabolic diseases",11035.16669,Other,Other
Male,2016,Total,HIV-AIDS,10943.71577,Other,Certain infectious and parasitic diseases
Male,2019,Total,Diseases of the skin and subcutaneous tissue,10868.08945,Other,Other
Female,2006,Total,Accidental poisoning,10754.63508,External causes of mortality,External causes of mortality
Female,2008,Total,Peptic ulcer,10749.47816,Other,Diseases of the digestive system
Male,2013,Total,Tuberculosis,10684.51173,Other,Certain infectious and parasitic diseases
Male,2021,Total,Diabetes mellitus,10669.32001,Other,"Endocrine, nutritional and metabolic diseases"
Total,2017,Total,Tuberculosis,10647.66277,Other,Certain infectious and parasitic diseases
Male,2018,Total,Diseases of the skin and subcutaneous tissue,10637.69195,Other,Other
Male,2006,Total,Asthma,10582.1403,Diseases of the respiratory system,Diseases of the respiratory system
Male,2021,Total,Dementia,10559.91449,Other,Mental and behavioural disorders
Female,2020,Total,Certain conditions originating in the perinatal period,10431.57518,Other,Other
Female,2020,Total,Diseases of the skin and subcutaneous tissue,10418.0758,Other,Other
Female,2018,Total,Influenza,10412.16968,Diseases of the respiratory system,Diseases of the respiratory system
Female,2020,Total,Malignant neoplasms of bladder,10353.27043,Neoplasms,Malignant neoplasms
Female,2009,Total,Peptic ulcer,10306.93249,Other,Diseases of the digestive system
Male,2017,Total,HIV-AIDS,10300.00235,Other,Certain infectious and parasitic diseases
Female,2021,Total,External causes of mortality,10246.15875,External causes of mortality,Other
Total,2000,Total,Influenza,10201.77444,Diseases of the respiratory system,Diseases of the respiratory system
Female,2010,Total,Peptic ulcer,10163.0038,Other,Diseases of the digestive system
Female,2009,Total,Diseases of the skin and subcutaneous tissue,10121.59797,Other,Other
Male,2014,Total,Tuberculosis,10077.46136,Other,Certain infectious and parasitic diseases
Male,2017,Total,Diseases of the skin and subcutaneous tissue,10074.90153,Other,Other
Male,2018,Total,HIV-AIDS,10020.03334,Other,Certain infectious and parasitic diseases
Female,2010,Total,Diseases of the skin and subcutaneous tissue,10000.07731,Other,Other
Total,2021,Total,Pneumonia,9972.098787,Other,Other
Female,2014,Total,Malignant melanoma of skin,9959.066224,Neoplasms,Malignant neoplasms
Male,2015,Total,Diseases of the skin and subcutaneous tissue,9946.009016,Other,Other
Female,2013,Total,Diseases of the skin and subcutaneous tissue,9944.39939,Other,Other
Male,2019,Total,HIV-AIDS,9933.973181,Other,Certain infectious and parasitic diseases
Female,2006,Total,Asthma,9928.17869,Diseases of the respiratory system,Diseases of the respiratory system
Female,2006,Total,Diseases of the skin and subcutaneous tissue,9910.769911,Other,Other
Female,2007,Total,Diseases of the skin and subcutaneous tissue,9907.275815,Other,Other
Female,2003,Total,Diseases of the skin and subcutaneous tissue,9878.390508,Other,Other
Female,2012,Total,Diseases of the skin and subcutaneous tissue,9865.50213,Other,Other
Male,2020,Total,Diseases of the skin and subcutaneous tissue,9843.805134,Other,Other
Total,2019,Total,Tuberculosis,9839.612906,Other,Certain infectious and parasitic diseases
Male,2016,Total,Diseases of the skin and subcutaneous tissue,9838.060643,Other,Other
Female,2009,Total,Asthma,9836.804162,Diseases of the respiratory system,Diseases of the respiratory system
Male,2007,Total,Asthma,9828.469858,Diseases of the respiratory system,Diseases of the respiratory system
Total,2018,Total,Tuberculosis,9810.21014,Other,Certain infectious and parasitic diseases
Female,2013,Total,Malignant melanoma of skin,9789.503638,Neoplasms,Malignant neoplasms
Female,2005,Total,Diseases of the skin and subcutaneous tissue,9765.497828,Other,Other
Female,2008,Total,Diseases of the skin and subcutaneous tissue,9754.302558,Other,Other
Female,2011,Total,Diseases of the skin and subcutaneous tissue,9752.022591,Other,Other
Female,2004,Total,Diseases of the skin and subcutaneous tissue,9739.05448,Other,Other
Female,2002,Total,Diseases of the skin and subcutaneous tissue,9721.284772,Other,Other
Male,2014,Total,Diseases of the skin and subcutaneous tissue,9690.018104,Other,Other
Female,2021,Total,Malignant neoplasms of female breast,9643.918654,Neoplasms,Malignant neoplasms
Female,2013,Total,Asthma,9636.0395,Diseases of the respiratory system,Diseases of the respiratory system
Female,2010,Total,Asthma,9624.944724,Diseases of the respiratory system,Diseases of the respiratory system
Female,2010,Total,Malignant melanoma of skin,9620.0069,Neoplasms,Malignant neoplasms
Female,2007,Total,Asthma,9608.561033,Diseases of the respiratory system,Diseases of the respiratory system
Male,2009,Total,Asthma,9607.010066,Diseases of the respiratory system,Diseases of the respiratory system
Female,2001,Total,Diseases of the skin and subcutaneous tissue,9588.158484,Other,Other
Female,2012,Total,Malignant melanoma of skin,9562.32119,Neoplasms,Malignant neoplasms
Female,2015,Total,Malignant melanoma of skin,9533.093207,Neoplasms,Malignant neoplasms
Female,2021,Total,"Malignant neoplasms of trachea, bronchus, lung",9527.325418,Neoplasms,Malignant neoplasms
Female,2015,Total,Asthma,9508.664102,Diseases of the respiratory system,Diseases of the respiratory system
Female,2011,Total,Malignant melanoma of skin,9487.241745,Neoplasms,Malignant neoplasms
Male,2015,Total,Tuberculosis,9482.945762,Other,Certain infectious and parasitic diseases
Female,2011,Total,Peptic ulcer,9431.05232,Other,Diseases of the digestive system
Female,2011,Total,Asthma,9419.286628,Diseases of the respiratory system,Diseases of the respiratory system
Female,2009,Total,Malignant melanoma of skin,9418.254174,Neoplasms,Malignant neoplasms
Female,2012,Total,Asthma,9340.111344,Diseases of the respiratory system,Diseases of the respiratory system
Female,2012,Total,Peptic ulcer,9305.44842,Other,Diseases of the digestive system
Female,2014,Total,Asthma,9280.164696,Diseases of the respiratory system,Diseases of the respiratory system
Female,2008,Total,Asthma,9250.054565,Diseases of the respiratory system,Diseases of the respiratory system
Male,2021,Total,Diseases of the genitourinary system,9246.335891,Other,Other
Female,2016,Total,Asthma,9240.459156,Diseases of the respiratory system,Diseases of the respiratory system
Female,2005,Total,Accidental poisoning,9212.668077,External causes of mortality,External causes of mortality
Male,2010,Total,Asthma,9172.485207,Diseases of the respiratory system,Diseases of the respiratory system
Total,2021,Total,Certain infectious and parasitic diseases,9137.69706,Other,Other
Male,2008,Total,Asthma,9051.383691,Diseases of the respiratory system,Diseases of the respiratory system
Female,2016,Total,Malignant melanoma of skin,9018.356665,Neoplasms,Malignant neoplasms
Female,2013,Total,Peptic ulcer,9008.443327,Other,Diseases of the digestive system
Male,2016,Total,Tuberculosis,8949.336868,Other,Certain infectious and parasitic diseases
Female,2008,Total,Malignant melanoma of skin,8942.314814,Neoplasms,Malignant neoplasms
Male,2020,Total,HIV-AIDS,8928.846627,Other,Certain infectious and parasitic diseases
Female,2014,Total,Peptic ulcer,8886.973584,Other,Diseases of the digestive system
Female,2000,Total,Diseases of the skin and subcutaneous tissue,8873.772335,Other,Other
Female,2007,Total,Malignant melanoma of skin,8871.327186,Neoplasms,Malignant neoplasms
Female,2017,Total,Malignant melanoma of skin,8838.892693,Neoplasms,Malignant neoplasms
Male,2010,Total,Diseases of the skin and subcutaneous tissue,8822.819465,Other,Other
Female,2001,Total,Assault,8811.052526,External causes of mortality,External causes of mortality
Female,2016,Total,Peptic ulcer,8787.048526,Other,Diseases of the digestive system
Male,2009,Total,Diseases of the skin and subcutaneous tissue,8740.280519,Other,Other
Male,2011,Total,Asthma,8736.528805,Diseases of the respiratory system,Diseases of the respiratory system
Female,2006,Total,Malignant melanoma of skin,8734.408025,Neoplasms,Malignant neoplasms
Total,2021,Total,Chronic liver diseases and cirrhosis,8712.768967,Other,Diseases of the digestive system
Female,2017,Total,Peptic ulcer,8696.15094,Other,Diseases of the digestive system
Male,2013,Total,Diseases of the skin and subcutaneous tissue,8686.087499,Other,Other
Female,2004,Total,Accidental poisoning,8662.953386,External causes of mortality,External causes of mortality
Female,2003,Total,Malignant melanoma of skin,8625.950622,Neoplasms,Malignant neoplasms
Total,2020,Total,Influenza,8589.280251,Diseases of the respiratory system,Diseases of the respiratory system
Female,2021,Total,Alzheimer's disease,8569.775442,Other,Diseases of the nervous system
Female,2004,Total,Malignant melanoma of skin,8543.796288,Neoplasms,Malignant neoplasms
Female,2002,Total,Assault,8518.94781,External causes of mortality,External causes of mortality
Female,2020,Total,Assault,8515.708024,External causes of mortality,External causes of mortality
Male,2011,Total,Diseases of the skin and subcutaneous tissue,8495.299449,Other,Other
Male,2012,Total,Asthma,8483.143537,Diseases of the respiratory system,Diseases of the respiratory system
Male,2012,Total,Diseases of the skin and subcutaneous tissue,8453.230154,Other,Other
Female,2005,Total,Malignant melanoma of skin,8445.049438,Neoplasms,Malignant neoplasms
Female,2015,Total,Peptic ulcer,8436.686815,Other,Diseases of the digestive system
Male,2008,Total,Diseases of the skin and subcutaneous tissue,8420.487021,Other,Other
Female,2001,Total,Malignant melanoma of skin,8380.979655,Neoplasms,Malignant neoplasms
Total,2021,Total,Intentional self-harm,8362.28072,External causes of mortality,External causes of mortality
Male,2007,Total,Diseases of the skin and subcutaneous tissue,8348.041416,Other,Other
Male,2013,Total,Asthma,8342.334057,Diseases of the respiratory system,Diseases of the respiratory system
Male,2021,Total,"Symptoms, signs, ill-defined causes",8320.883281,Other,Other
Total,2016,Total,Influenza,8319.480888,Diseases of the respiratory system,Diseases of the respiratory system
Female,2002,Total,Malignant melanoma of skin,8239.394152,Neoplasms,Malignant neoplasms
Female,2000,Total,Assault,8232.687368,External causes of mortality,External causes of mortality
Male,2006,Total,Diseases of the skin and subcutaneous tissue,8203.516434,Other,Other
Female,2019,Total,Assault,8164.726416,External causes of mortality,External causes of mortality
Female,2019,Total,Peptic ulcer,8118.866583,Other,Diseases of the digestive system
Female,2017,Total,Assault,8085.19896,External causes of mortality,External causes of mortality
Female,2018,Total,Assault,8073.793189,External causes of mortality,External causes of mortality
Female,2003,Total,Accidental poisoning,8003.708982,External causes of mortality,External causes of mortality
Male,2002,Total,Diseases of the skin and subcutaneous tissue,7981.130041,Other,Other
Female,2020,Total,Peptic ulcer,7972.474194,Other,Diseases of the digestive system
Total,2020,Total,Tuberculosis,7964.944171,Other,Certain infectious and parasitic diseases
Female,2018,Total,Peptic ulcer,7943.091266,Other,Diseases of the digestive system
Male,2019,Total,Influenza,7931.002937,Diseases of the respiratory system,Diseases of the respiratory system
Male,2003,Total,Diseases of the skin and subcutaneous tissue,7876.686549,Other,Other
Female,2003,Total,Assault,7876.468025,External causes of mortality,External causes of mortality
Male,2017,Total,Tuberculosis,7869.689656,Other,Certain infectious and parasitic diseases
Female,2021,Total,Diabetes mellitus,7864.827341,Other,"Endocrine, nutritional and metabolic diseases"
Female,2011,Total,Assault,7828.502716,External causes of mortality,External causes of mortality
Male,2001,Total,Diseases of the skin and subcutaneous tissue,7816.579372,Other,Other
Female,2021,Total,Diseases of the genitourinary system,7804.963221,Other,Other
Male,2017,Total,Influenza,7777.908411,Diseases of the respiratory system,Diseases of the respiratory system
Male,2004,Total,Diseases of the skin and subcutaneous tissue,7764.98395,Other,Other
Female,2010,Total,Assault,7758.909307,External causes of mortality,External causes of mortality
Female,2016,Total,Assault,7758.700042,External causes of mortality,External causes of mortality
Female,2018,Total,Malignant melanoma of skin,7753.684795,Neoplasms,Malignant neoplasms
Female,2000,Total,Malignant melanoma of skin,7747.830407,Neoplasms,Malignant neoplasms
Male,2014,Total,Asthma,7746.998728,Diseases of the respiratory system,Diseases of the respiratory system
Male,2005,Total,Diseases of the skin and subcutaneous tissue,7690.136472,Other,Other
Female,2009,Total,Assault,7665.543153,External causes of mortality,External causes of mortality
Female,2012,Total,Assault,7661.366232,External causes of mortality,External causes of mortality
Female,2004,Total,Assault,7659.387948,External causes of mortality,External causes of mortality
Female,2017,Total,Asthma,7622.456921,Diseases of the respiratory system,Diseases of the respiratory system
Male,2015,Total,Asthma,7612.783234,Diseases of the respiratory system,Diseases of the respiratory system
Female,2019,Total,Asthma,7574.235166,Diseases of the respiratory system,Diseases of the respiratory system
Total,2005,Total,Influenza,7566.836802,Diseases of the respiratory system,Diseases of the respiratory system
Male,2018,Total,Tuberculosis,7485.362461,Other,Certain infectious and parasitic diseases
Female,2021,Total,Accidents,7465.254713,External causes of mortality,External causes of mortality
Female,2013,Total,Assault,7452.415706,External causes of mortality,External causes of mortality
Female,2019,Total,Malignant melanoma of skin,7447.891635,Neoplasms,Malignant neoplasms
Female,2017,Total,Influenza,7422.222842,Diseases of the respiratory system,Diseases of the respiratory system
Female,2000,Total,Tuberculosis,7393.59543,Other,Certain infectious and parasitic diseases
Female,2005,Total,Assault,7365.440168,External causes of mortality,External causes of mortality
Female,2002,Total,Accidental poisoning,7299.6688,External causes of mortality,External causes of mortality
Male,2016,Total,Asthma,7253.732442,Diseases of the respiratory system,Diseases of the respiratory system
Female,2014,Total,Assault,7247.918562,External causes of mortality,External causes of mortality
Male,2019,Total,Tuberculosis,7221.838293,Other,Certain infectious and parasitic diseases
Female,2001,Total,Tuberculosis,7216.873367,Other,Certain infectious and parasitic diseases
Female,2006,Total,Assault,7204.103119,External causes of mortality,External causes of mortality
Total,2013,Total,Influenza,7183.314175,Diseases of the respiratory system,Diseases of the respiratory system
Male,2000,Total,Diseases of the skin and subcutaneous tissue,7172.996548,Other,Other
Female,2021,Total,Acute myocardial infarction,7158.701669,Diseases of the circulatory system,Diseases of the circulatory system
Female,2015,Total,Assault,7152.884041,External causes of mortality,External causes of mortality
Female,2008,Total,Assault,7149.737793,External causes of mortality,External causes of mortality
Female,2021,Total,"Malignant neoplasms of colon, rectum and anus",7142.376824,Neoplasms,Malignant neoplasms
Total,2021,Total,Malignant neoplasms of liver,7081.36396,Neoplasms,Malignant neoplasms
Total,2021,Total,Accidental falls,7058.224653,External causes of mortality,External causes of mortality
Total,2014,Total,Influenza,6949.638566,Diseases of the respiratory system,Diseases of the respiratory system
Female,2002,Total,Tuberculosis,6919.962723,Other,Certain infectious and parasitic diseases
Female,2007,Total,Assault,6849.201986,External causes of mortality,External causes of mortality
Male,2021,Total,Malignant neoplasms of pancreas,6804.429831,Neoplasms,Malignant neoplasms
Male,2021,Total,Pneumonia,6790.194946,Other,Other
Female,2003,Total,Tuberculosis,6730.840336,Other,Certain infectious and parasitic diseases
Female,2020,Total,Malignant melanoma of skin,6607.637677,Neoplasms,Malignant neoplasms
Female,2001,Total,Accidental poisoning,6593.673859,External causes of mortality,External causes of mortality
Female,2018,Total,Asthma,6554.690671,Diseases of the respiratory system,Diseases of the respiratory system
Male,2021,Total,Intentional self-harm,6519.599716,External causes of mortality,External causes of mortality
Total,2021,Total,Parkinson's disease,6505.309944,Diseases of the circulatory system,Diseases of the circulatory system
Male,2015,Total,Influenza,6340.837521,Diseases of the respiratory system,Diseases of the respiratory system
Total,2021,Total,Malignant neoplasms of stomach,6340.271961,Neoplasms,Malignant neoplasms
Female,2019,Total,Influenza,6337.187983,Diseases of the respiratory system,Diseases of the respiratory system
Male,2021,Total,Chronic liver diseases and cirrhosis,6253.740224,Other,Diseases of the digestive system
Female,2020,Total,Asthma,6199.143771,Diseases of the respiratory system,Diseases of the respiratory system
Male,2020,Total,Tuberculosis,6105.996564,Other,Certain infectious and parasitic diseases
Male,2021,Total,Alzheimer's disease,6011.910196,Other,Diseases of the nervous system
Female,2021,Total,"Symptoms, signs, ill-defined causes",5985.436725,Other,Other
Female,2004,Total,Tuberculosis,5877.573585,Other,Certain infectious and parasitic diseases
Female,2005,Total,Tuberculosis,5841.827617,Other,Certain infectious and parasitic diseases
Total,2003,Total,Influenza,5803.681003,Diseases of the respiratory system,Diseases of the respiratory system
Female,2015,Total,Influenza,5696.344183,Diseases of the respiratory system,Diseases of the respiratory system
Male,2019,Total,Asthma,5660.374523,Diseases of the respiratory system,Diseases of the respiratory system
Female,2000,Total,Accidental poisoning,5660.2498,External causes of mortality,External causes of mortality
Female,2021,Total,Chronic obstructive pulmonary diseases,5488.196101,Other,Other
Total,2021,Total,Leukemia,5457.991108,Neoplasms,Malignant neoplasms
Male,2000,Total,Influenza,5422.333697,Diseases of the respiratory system,Diseases of the respiratory system
Male,2017,Total,Asthma,5408.116383,Diseases of the respiratory system,Diseases of the respiratory system
Male,2021,Total,Certain infectious and parasitic diseases,5357.91992,Other,Other
Female,2006,Total,Tuberculosis,5329.004713,Other,Certain infectious and parasitic diseases
Female,2021,Total,Malignant neoplasms of pancreas,5270.287723,Neoplasms,Malignant neoplasms
Total,2021,Total,Malignant neoplasms of bladder,5235.93025,Neoplasms,Malignant neoplasms
Male,2021,Total,Malignant neoplasms of liver,5216.109419,Neoplasms,Malignant neoplasms
Male,2020,Total,Asthma,5162.668875,Diseases of the respiratory system,Diseases of the respiratory system
Male,2018,Total,Asthma,5088.871354,Diseases of the respiratory system,Diseases of the respiratory system
Female,2007,Total,Tuberculosis,5025.111934,Other,Certain infectious and parasitic diseases
Female,2003,Total,HIV-AIDS,5013.721081,Other,Certain infectious and parasitic diseases
Female,2000,Total,Influenza,5012.091799,Diseases of the respiratory system,Diseases of the respiratory system
Female,2010,Total,Tuberculosis,4978.168408,Other,Certain infectious and parasitic diseases
Male,2020,Total,Influenza,4964.321506,Diseases of the respiratory system,Diseases of the respiratory system
Female,2008,Total,Tuberculosis,4936.970583,Other,Certain infectious and parasitic diseases
Female,2009,Total,Tuberculosis,4932.785194,Other,Certain infectious and parasitic diseases
Total,2021,Total,Diseases of the musculoskeletal system and connective tissue,4918.483055,Other,Other
Male,2021,Total,Malignant neoplasms of bladder,4855.667256,Neoplasms,Malignant neoplasms
Female,2004,Total,HIV-AIDS,4831.656543,Other,Certain infectious and parasitic diseases
Total,2003,Total,Hodgkin's disease,4816.182137,Neoplasms,Malignant neoplasms
Total,2001,Total,Hodgkin's disease,4816.029063,Neoplasms,Malignant neoplasms
Total,2004,Total,Hodgkin's disease,4801.60979,Neoplasms,Malignant neoplasms
Female,2011,Total,Tuberculosis,4745.883092,Other,Certain infectious and parasitic diseases
Female,2001,Total,HIV-AIDS,4745.07436,Other,Certain infectious and parasitic diseases
Female,2007,Total,HIV-AIDS,4734.335388,Other,Certain infectious and parasitic diseases
Female,2002,Total,HIV-AIDS,4712.077735,Other,Certain infectious and parasitic diseases
Total,2009,Total,Hodgkin's disease,4699.646567,Neoplasms,Malignant neoplasms
Total,2002,Total,Hodgkin's disease,4691.23431,Neoplasms,Malignant neoplasms
Female,2000,Total,HIV-AIDS,4682.351145,Other,Certain infectious and parasitic diseases
Female,2006,Total,HIV-AIDS,4652.461245,Other,Certain infectious and parasitic diseases
Total,2000,Total,Hodgkin's disease,4642.358047,Neoplasms,Malignant neoplasms
Female,2005,Total,HIV-AIDS,4621.529387,Other,Certain infectious and parasitic diseases
